页码,微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数
10,4911941945919715,N50FcoPZh,手拿破仑,2023-06-12 22:54:42,分享一个超级疗愈的记录片 《施图茨的疗愈之道》 B站有资源 看了两遍 第二次认真做了笔记 第一遍以为自己能记住 结果全忘了🤪  笔记分享给看完记不住的朋友 可以放松的去看了 不用管笔记😋 ,0,0,0
10,4911940240148738,N50Cs0CH0,最近有点小BT,2023-06-12 22:47:55,陈绮贞以前就是魔岩公认最难搞的艺人第二名。我也从她的歌和一些采访知道她的性格不是温柔挂的。 在曾经最亲密的人情绪受创伤的时候不是询问，而且不理解、放大某些事情来曝光。希望她能找一个心理医生把情绪疗愈好，慢慢回归正常的自己。 ,0,1,2
10,4911939718742674,N50BBAGmS,熊猫的QQQ,2023-06-12 22:45:50,张艺兴  @张艺兴  晚安宝贝，听到你的声音，心里一下就踏实了。被治愈了，我不焦虑了，疗愈舒心。爱你。 ,0,0,3
10,4911939522924394,N50BicgLE,文火牧颂,2023-06-12 22:45:04,难道我去年很低落其实是在疗愈高考和后面发生的事情的创伤吗？我以前只承认后者其实 ,0,0,0
10,4911939505625149,N50BgnBmd,闹不死的小茜,2023-06-12 22:45:00,疗愈塔罗牌占卜师@徐圆媛 灵摆感情调频 SRT深度清理疗愈 内在小孩疗愈 脑部重建 元辰宫 雷诺曼 六爻算卦现代占星师合盘关系预测占星骰子测算星盘卜卦正缘桃花事业财运 学业考试 白羊座运势金牛座运势双子座运势巨蟹座运势狮子座运势处女座运势天秤座运势天蝎座运势 ...全文,0,0,0
10,4911939459483706,N50BbDN90,南方fang__,2023-06-12 22:44:49,这一段伤痕累累心力交瘁的经历，确实需要有个仪式感的过渡期，才能得到疗愈。 千万别认真，认真就输了。 ,0,0,0
11,4911939001517396,N50As6mK8,所有课程甲mmm44c备注微博越,2023-06-12 22:43:00,《心灵芳疗疗愈师-自我疗愈课程》  《艺术治疗10大技术及督导训练营》  【卡颂】从0实现React18【更新至最新】  财神道·2023短视频带货爆单投流原创拍摄运营全课程 东财股吧推广工具 ,0,0,0
11,4911938700052590,N50zY0dGe,SailorMoonPing,2023-06-12 22:41:48,当我不开心的时候，我又一次进入自我疗愈的漩涡，我很想快乐一点 ,0,0,0
11,4911938222165567,N50zc95mv,AFOYIN,2023-06-12 22:39:54,每天看著螳螂長大，好療癒啊！ ,0,0,0
11,4911937689486673,N50ykDNUR,心灵保有温度,2023-06-12 22:37:47,沉浸式体验，被心理学家米哈里称作“心流”，即专注时获得的充实感，是一种积极的心理体验。 全情投入当下，满足感油然而生，生活也变得舒畅起来，这就是沉浸式生活。这样的生活方式，可以疗愈身心，也是抵抗无序生活的良方。  有一种幸福在心中流淌 ,0,0,0
11,4911937072665175,N50xlbbkH,金粥粥zhou,2023-06-12 22:35:20,和女生聊天真的疗愈我 现在我呲着牙好快乐 ,0,0,0
11,4911936980390003,N50xc1Dsn,吴惠尔,2023-06-12 22:34:58,今天，我对自己和对每一个人都有耐心。  因为，我知道时间的存在只是为了促进疗愈和成长。  我知道耐心与拖延之间的区别，  明白耐心来自灵性的爱， 而拖延则是来自假我的恐惧。  今天，我满怀耐心和爱， 轻松自在地完成所有任务和活动。  今天我有耐心。 我知晓，耐心是爱的同义词。 ,0,0,0
11,4911936854825076,N50wZkfdO,至深晏晏,2023-06-12 22:34:28,看一张男爱豆浦南味爆发的图片我需要看十个嬷嬷视频来疗愈自己 查看图片,0,0,0
11,4911936514298487,N50wri2er,木辛士口茄,2023-06-12 22:33:07,院内崩溃-下夜班疗愈身心-回家继续崩溃,0,0,0
11,4911935901927716,N50vs85uc,箫何Ashley,2023-06-12 22:30:41,两个想法 1.恐惧什么的都是假的，我拥有的一切都是我的选择，仅此而已 2.无论你现在过得多好，如果不积极向好的改变，最后都会很惨困顿 3.所有的不向好的改变，贴近不好的东西，都是因为贪嗔痴慢疑，把眼下做好然后疗愈曾经和你的初始代码  一定可以越来越好，做到你想要的所有 ,0,0,0
12,4911934313596499,N50sTf5C3,爱自游小玉,2023-06-12 22:24:22,允许别人做别人，也允许自己做自己， 毕竟每个人的人生和生活节奏都不一样。 没必要在意、没必要比较， 活好自己才是王道🤍✌️  #疗愈##成长##女性活出自我有多重要##生活节奏# ,0,1,4
12,4911778444611451,N4WpujlEf,Isabella能量疗愈,2023-06-12 12:05:00,压制负面情绪，只会带来“虚假的”平静～#疗愈# #情绪管理# #自我提升# Isabella能量疗愈的微博视频 ,6,0,29
12,4911934007412486,N50sov6ke,心灵禁区-玫,2023-06-12 22:23:09,提升能量小方法： 1.整理 清理房间 2.打开香薰 享受植物带来的能量 3.煮一壶茶 聆听一首愉悦的曲子 4.调制精油做个阿育吠陀油浴 5.给常佩戴的小可爱们洗个澡充个电 最后再读一本好书～享受夜晚带来的宁静#能量提升##自我疗愈# ,0,0,0
12,4911933562031420,N50rG8wsQ,克莉门婷有顽劣的稻黄色头发,2023-06-12 22:21:23,报复性地狂听歌 看bdgg写的歌词又心酸又好笑 果然和星盘说的一模一样啊 喜欢目送心爱的人离开享受被分别折磨的感觉再自己疗愈。。。 ,0,0,0
12,4911858765794814,N4Yv2ojuK,就是尤物呀,2023-06-12 17:24:10,成长期经历重大创伤，或遭遇自身无法应对处理的状况 的小孩，为了活下去，会屏蔽自己的情感\感受\感知力，麻痹自己。 无法感知，就不会痛，就可以活下去了。  成年后总有一个契机，得去疗愈小时候的创伤，就像扒开伤口，让脓液流出来，这样伤口才能真正愈合。 ,11,9,55
12,4911810241367906,N4XeM5JR0,开机器的浏览器,2023-06-12 14:11:21,#任敏换家人不想要王鹤棣#尊重节目，尊重规则，勇于承担，自我疗愈，王鹤棣身上的特质那么多，不是广场上别有用心的人三言两语就能污蔑的。王鹤棣粉丝不愿意参与勾心斗角，只专注自家。多看看帅哥开心快乐不好吗？ ,3,20,406
12,4911929527112783,N50latQmj,课程都甲mmm44c备注微博跃,2023-06-12 22:05:21,"《人类图高阶课程微信工具箱》——四箭头与变量  《人类图初阶全套课》——心的觉醒之路  心动的力量—活出全然绽放的自己  【辛迪】恩典疗愈之流 , 辛迪老师独一无二的疗愈技巧 ",0,0,0
12,4911929522655308,N50lab8Ly,March9IsGreen,2023-06-12 22:05:20,就是，刚疗愈了小金这边，小柏又是干嘛呀，一天天的没得个省心的。极限拉扯，扯得都是我的心把把 ,0,0,0
13,4911928873059748,N50k7cPYM,薛琦MsK,2023-06-12 22:02:45,#情感疗愈技巧# #心情咖啡馆# #心情计划#    亲密关系一旦出现矛盾发生冷战，沟通难关系淡，甚至面临破裂分离，会令人感到内心受伤，迷茫痛苦，这时人需要情感疗愈，对内在和关系进行调整。今晚#我和你在一起#  和国家二级心理咨询师 石娟@石娟呀Jenny 聊聊情感疗愈技巧。 做线上心理咨询，点这 ...全文,0,14,11
13,4911928209573478,N50j2EauW,研二小可爱,2023-06-12 22:00:07,欣赏，其实也是一种促进心理健康的疗法，一个人能够去欣赏的人越多，去欣赏的事物越多，证明他内在的觉知力愈强，心灵越健康。  你欣赏什么，这个“什么”就会带给你实实在在的疗愈。  当代人正在逐渐失去对这个世界的欣赏，对别人的欣赏，也正是人类社会的精神世界开始崩塌的一个原因。  欣赏，可能是 ...全文,0,0,0
13,4911927481077557,N50hS4wjX,所有课程甲mmm44c备注微博报,2023-06-12 21:57:13,"道德经  2021年第三届青少年导师班二阶录音和板书 微信工具箱 2021第三届青少年导师班一阶录音和板书  21天疗愈原生家庭 , 活出自我力量01期 ",0,0,0
13,4911927216837878,N50hrsGQm,草草喵了个咪,2023-06-12 21:56:10,最近的心灵疗愈是骑动感单车🚴♀️ ,0,0,0
13,4911927061383385,N50hc5NSF,鹿米糊,2023-06-12 21:55:33,1.让你放不下的不是那个人，而是因为你的喜爱投射在他身上的光。 2.他从来都没多好，只是因为你好才觉得他好。 3.寻求终身伴侣的你，不该成为他的短择关系。 4.他是什么样的人比他到底爱不爱你更重要。 5.在不爱你的人身上死磕伤己伤人。  多接触大自然的确疗愈身 ...全文,0,0,0
13,4911927011316477,N50h75wtv,相遇的魔咒202006,2023-06-12 21:55:21,🌹颂钵疗愈🌹 体验一下什么是身心灵的放松与放空[愉快] 缓解压力    释放情绪 改善睡眠    提高免疫力 598元一场/10人止/梵樾各分馆都于开班[勾引] ,0,0,0
13,4911926989292320,N50h4CZm8,依米谜兜,2023-06-12 21:55:15,山里的风， 最是疗愈人。 你以为能抓住她， 她却温柔的绕过你。 ,0,0,0
14,4911926717451910,N50gDvgA6,珂珂珂珂珂x,2023-06-12 21:54:11,翻相册翻到老旧回忆 长大对我而言是一个不断疗愈自己的过程 记得公司的沈阳，应该是一个现在的我都不会去的快闪 赶上一个实验课结课pre  周三到周五连轴转做ppt 周六当天下高铁直接去场馆 看完赶当天火车回哈尔滨 因为周天早八要pre   不太记得唱了什么 也不太记得pre了什么 只记得去时的高铁上耳机里 ...全文,0,2,2
14,4911924804848840,N50dyklp6,梵心-梵吉堂风水命理,2023-06-12 21:46:35,今晚又会是一个很累的晚上-激活DNA个案进行时。  她之前做了一次超感知疗愈，感觉说话都有力气些了，渐渐地感觉身体这儿好了，那儿又好了一些。  所以来做独家激活DNA个案。  最后几天原价预留，报名：【第五期·新年开启】你生命中最好的礼物之一：激活DNA！  #梵吉堂多维度实战派 超感知 易学 风水 等等 ,0,0,0
14,4911924364705988,N50cQjKf2,课佳mm66z1哦请备注微博叻,2023-06-12 21:44:49,占星初阶筑基第一期  颂钵疗愈与微信工具箱身心灵整合  占星初阶之行星与生命舞台 ,0,0,0
14,4911923579589379,N50bzEeDp,中年大叔7278,2023-06-12 21:41:43,#60岁阿姨健身22年后的样子#跑步是疗愈抑郁症和糟糕心情的天然药物，出汗所产生的大脑神经递质，如：内啡肽和多巴胺出来之后，我们会感到心情愉悦，它们也被称为快乐的信使！是可以人为的被创造出来的！ ,0,0,1
14,4911923571461358,N50bz68ai,课程都甲mmm44c备注微博越,2023-06-12 21:41:41,占星中级解读第万能邮件工具一期  占星初阶筑基第一期  颂钵疗愈与身心灵整合  占星初阶之行星与生命舞台 ,0,0,0
14,4911923529259903,N50buCQVh,叔泫,2023-06-12 21:41:31,买的又一堆东西到了 忘记是哪个朋友说的 难过的话就一直花钱 花到穷到一分钱不剩了 又穷又痛一无所有了 再重新来过（大概这这个意思）人就好了 我背离了初心和梦想，在物质的海洋里沉溺。我讨厌这些的。可我也讨厌无法自我疗愈的自己。 ,0,0,0
14,4911921410606927,N50852xT9,静庾听首歌叭,2023-06-12 21:33:06,你猜这么好看的手机壳是哪个可爱买的呢？真的好有意义，后面是用了4年的手机壳，这次应该让它好好休息一下了。 早上我想，时间可以疗愈人心，效果却因人而异，如果不可以太费力太丧气，那换一个方法试一下会不会好一点。 希望以后的生活像新手机壳一样能找到一个主色调，又有五彩斑斓的紫色和光芒。 ,0,1,0
14,4911921184904859,N507IkzYD,所有课程甲mmm44c备注微博越,2023-06-12 21:32:12,【张梅化学】2022高考二轮三轮复习联报抢万能邮件工具分提升班  《刺客团队期货日内短线交易实况视频集1》更新至第30集《3月31日实战》  全新能量疗愈术—脉轮疗愈  灵魂觉醒系列---【出体】 ,0,0,0
14,4911920613692064,N506Nfutq,Hsulel,2023-06-12 21:29:56,前两天和腿腿说，一段好的感情应当是结束后仍能以不一样的方式疗愈到你。不管怎么样，希望陈老师依然能像分手时说的那样，“没有怀疑爱，反而更愿意爱人与被爱”。 查看图片,0,0,0
15,4911920556018659,N506HpfJ9,肉丸儿的童话,2023-06-12 21:29:42,今天体会了自我疗愈的好 一点点的触及我的心底  在我要崩溃的时候我选择了平复自己 最后 想想 接受他的和我的平凡  睡前给他写了个小纸条 孩子笑了  这不是比爆发好太多了吗？ ,0,1,0
15,4911920543434130,N506Gepnc,LaurenRay,2023-06-12 21:29:39,音乐是唯一疗愈我的东西 ,0,1,1
15,4911919950991573,N505J49X7,一只yuan_-,2023-06-12 21:27:18,夜晚才是安放与疗愈的时间㏘ ,0,0,0
15,4911918593348400,N503xe34s,Gpzzy,2023-06-12 21:21:54,可能鬼神论真的是迷信，但是也是对于底层人民，对于面临死亡的人以及面临生离死别的人来说最可被接受的疗愈方式。 我把死亡当做归宿当做开始， 我用迷信逃离痛苦， 我将鬼神之说变成抵挡亲人离世的武器， 我想他们不是永远地离开， 他们还在， 我们还会相见。 ,0,1,1
15,4911918442355618,N503i9SNQ,-PANDAVICKY,2023-06-12 21:21:18,是有橘子海和她们的周末🧡💛 是被橘子海和她们疗愈的周末🍊 太喜欢一起蹦一起拥有同频快乐🎵  #橘子海巡演##乐队# ,0,12,6
15,4911918425313258,N503gmidI,不知道不高兴hh,2023-06-12 21:21:14,焦虑 怎么自我疗愈 ,0,0,0
15,4911917792233789,N502f9n6R,闻苏苏ovo,2023-06-12 21:18:43,和好朋友聊天真的很疗愈特别是还在挂着苗的直播🥺🥺🥺 ,0,0,0
15,4911915635315585,N4ZYLmiPf,阿源学长的小话筒,2023-06-12 21:10:09,源品源哥朝暮直播演唱会中，带来《夜间游泳池》，走到水中弹琴，与自己对话，温柔歌声精致舞美好疗愈  @TFBOYS-王源  十源里美的微博视频 ,0,0,2
15,4911915421934109,N4ZYq879j,小鱼_Crystal_,2023-06-12 21:09:18,长期坚持疗愈内在小孩的感悟  成年人的世界，没有容易二字，即使内心一锅沸水，表面也要故作镇定。  被一个人一生困扰的问题来源于早年创伤留下的阴影，  也就是说：他总是带着一个创伤的内在孩子在生活，如果内在孩子得不到疗愈，他自我的一部分会永远“卡”在那个地方，陷入重复怪圈。  你的内在小孩 ...全文,0,0,0
15,4911915307898501,N4ZYex8Lb,罐装的旺仔是甜的哎,2023-06-12 21:08:51,5天4门🔚终于只剩两门了 太累了太累了  疗愈港湾 和妈妈通视频 ,0,2,2
16,4911914759757290,N4ZXlEWjE,本自具足紫荆花,2023-06-12 21:06:40,我们生而不凡 拥有了创造一切的能力 而我们被困于生活琐碎之中 忘记了这能力 创造喜悦的能力 给地球与宇宙带来爱与善念的能力。  如果说家庭让你枯萎 那你就去寻找让你绽放的地方。  一个人毕其一生都是在努力整合他自童年时代就已形成的性格  你爱孩子们，他二十多岁了他三十了，先找到小时候的感觉。 ...全文,0,0,0
16,4911914293923266,N4ZWBgsCu,课程都甲mmm44c备注微博慧,2023-06-12 21:04:49,【梁老师物理】（苏科版）初中物理八下同步+题型课  【上海教艺】单元“走进”新课标（一）-基于主题意义探究的语篇教学设计与实施  【Stella老师】外刊读写训练营（23年1月3日～24年1月3日）  蔡敏莉疗愈师弟子班石青百度热议推广工具-线上课程与答疑 ,0,0,0
16,4911913580364192,N4ZVs1wK4,姚予婳yy,2023-06-12 21:01:58,大自然是第一疗愈力啊 ,0,2,6
16,4911913064466528,N4ZUCiJWM,明天凌晨记得想起我,2023-06-12 20:59:56,今天被疗愈后，变好了哈哈哈哈哈哈哈我靠 ,0,0,0
16,4911912372145656,N4ZTv90bm,六边形纯爱小战神,2023-06-12 20:57:11,花落时相遇就是最牛的！ 适用于，一切安抚平静心灵疗愈。。。 ,0,2,0
16,4911911727271854,N4ZSsuvJY,太平山女富豪,2023-06-12 20:54:37,经过每天连续的疗愈，除了客人们各方面的改善以外，本人长期容易过敏的皮肤也顺带变好了。大家都觉得我可以开通美容专项服务，比医美管用。 ,0,0,2
16,4911911718621107,N4ZSrAaK7,miekasae,2023-06-12 20:54:35,被大自然疗愈 ,0,1,2
